Country,Root,Aggregation_Mode,Confidence_Filter,Owner_Multi_Entity_Mode,Total_Traces,Submarine_Traces,Dependency_Rate,Top_Cable,Top_Cable_Expected_Vol,Top_Cable_Share,Top2_Cable,Top2_Cable_Expected_Vol,Top2_Cable_Share,Dominance_Margin,Unique_CrossBorder_AS_Pairs,Top_CrossBorder_AS_Pair,Top_CrossBorder_AS_Pair_Count,Top_CrossBorder_AS_Pair_Share,Top2_CrossBorder_AS_Pair,Top2_CrossBorder_AS_Pair_Count,Top2_CrossBorder_AS_Pair_Share,CrossBorder_AS_Pair_Dominance_Margin,Cable_vs_ASPair_Concentration_Gap,Top_Owner,Top_Owner_Expected_Vol,Top_Owner_Share,Top2_Owner,Top2_Owner_Expected_Vol,Top2_Owner_Share,Owner_Dominance_Margin,Cable_Owner_Concentration_Gap,High_Bucket_Traces,Medium_Bucket_Traces,Ambiguous_Bucket_Traces
AL,anchor,weighted,all,full,2342,102,0.0436,SeaMeWe-4,32.2885,0.0138,SeaMeWe-6,31.4729,0.0134,0.0003,617,AS206262->AS34772,295,0.126,AS34772->AS1299,207,0.0884,0.0376,-0.1122,Singtel,42.1857,0.018,Telecom Egypt,41.1553,0.0176,0.0004,0.0042,2,17,83
CO,anchor,weighted,all,full,3546,154,0.0434,Asia Connect Cable-1 (ACC-1),31.1087,0.0088,2Africa,10.074,0.0028,0.0059,851,AS18678->AS1299,183,0.0516,AS3549->AS3356,119,0.0336,0.018,-0.0428,Inligo Networks,33.1342,0.0093,Meta,31.3271,0.0088,0.0005,0.0006,11,42,101
RO,anchor,weighted,all,full,8859,380,0.0429,SeaMeWe-4,102.4203,0.0116,SeaMeWe-6,100.0672,0.0113,0.0003,1828,AS58453->AS9808,175,0.0198,AS3356->AS3549,146,0.0165,0.0033,-0.0082,Telecom Egypt,139.3227,0.0157,Singtel,127.3294,0.0144,0.0014,0.0042,11,92,277
KE,anchor,weighted,all,full,1665,71,0.0426,2Africa,12.3867,0.0074,Asia Africa Europe-1 (AAE-1),5.4685,0.0033,0.0042,541,AS36914->AS3257,154,0.0925,AS36914->AS36944,54,0.0324,0.0601,-0.0851,Telecom Egypt,22.0674,0.0133,Orange,18.0365,0.0108,0.0024,0.0058,7,27,37
NA,anchor,weighted,all,full,288,12,0.0417,2Africa,3.2659,0.0113,PEACE Cable,2.1563,0.0075,0.0039,73,AS37009->AS174,65,0.2257,AS174->AS3356,11,0.0382,0.1875,-0.2144,Orange,6.3979,0.0222,Telecom Egypt,5.8429,0.0203,0.0019,0.0109,0,1,11
MG,anchor,weighted,all,full,288,12,0.0417,SeaMeWe-6,3.0264,0.0105,2Africa,1.9028,0.0066,0.0039,95,AS14593->AS37662,94,0.3264,AS37662->AS6939,50,0.1736,0.1528,-0.3159,Telecom Egypt,8.9028,0.0309,Orange,6.9028,0.024,0.0069,0.0204,1,3,8
CU,anchor,weighted,all,full,96,4,0.0417,South American Crossing (SAC),0.7484,0.0078,PEACE Cable,0.7194,0.0075,0.0003,34,AS11960->AS6762,45,0.4688,AS11960->AS23520,40,0.4167,0.0521,-0.461,Sparkle,1.4722,0.0153,Singtel,1.0613,0.0111,0.0043,0.0075,0,0,4
GB,anchor,weighted,all,full,53330,2196,0.0412,SeaMeWe-4,455.0349,0.0085,SeaMeWe-6,436.3383,0.0082,0.0004,6839,AS5089->AS6830,694,0.013,AS3356->AS3549,686,0.0129,0.0002,-0.0045,Telecom Egypt,696.2127,0.0131,Singtel,659.7052,0.0124,0.0007,0.0045,79,529,1588
YE,anchor,weighted,all,full,74,3,0.0405,Tata TGN-Intra Asia (TGN-IA),0.7763,0.0105,EAC-C2C,0.7762,0.0105,0.0,43,AS14593->AS1299,28,0.3784,AS14593->AS2914,25,0.3378,0.0405,-0.3679,Singtel,1.2365,0.0167,Telekom Malaysia,1.1339,0.0153,0.0014,0.0062,0,0,3
AT,anchor,weighted,all,full,20347,819,0.0403,SeaMeWe-4,149.7017,0.0074,SeaMeWe-6,144.8101,0.0071,0.0002,3904,AS8412->AS3320,1226,0.0603,AS8412->AS6939,449,0.0221,0.0382,-0.0529,Telecom Egypt,229.6359,0.0113,Singtel,224.5425,0.011,0.0003,0.0039,27,206,586
RS,anchor,weighted,all,full,4497,180,0.04,SeaMeWe-6,46.9991,0.0105,SeaMeWe-4,46.8964,0.0104,0.0,1203,AS21215->AS3356,264,0.0587,AS13092->AS174,222,0.0494,0.0093,-0.0483,Telecom Egypt,65.8797,0.0146,Singtel,59.7047,0.0133,0.0014,0.0042,9,38,133
UA,anchor,weighted,all,full,15834,633,0.04,SeaMeWe-4,126.5772,0.008,SeaMeWe-6,122.7655,0.0078,0.0002,3707,AS201776->AS12389,295,0.0186,AS58453->AS9808,239,0.0151,0.0035,-0.0106,Telecom Egypt,180.5904,0.0114,Singtel,178.4956,0.0113,0.0001,0.0034,17,158,458
MK,anchor,weighted,all,full,959,38,0.0396,SeaMeWe-4,8.6177,0.009,SeaMeWe-6,7.8796,0.0082,0.0008,331,AS200899->AS3356,257,0.268,AS43612->AS8447,179,0.1867,0.0813,-0.259,Singtel,12.4331,0.013,Telecom Egypt,11.5389,0.012,0.0009,0.004,1,9,28
DE,anchor,weighted,all,full,163835,6468,0.0395,SeaMeWe-4,1324.9293,0.0081,SeaMeWe-6,1252.985,0.0076,0.0004,16043,AS6830->AS1273,3631,0.0222,AS3209->AS6830,3307,0.0202,0.002,-0.0141,Telecom Egypt,1918.2026,0.0117,Singtel,1854.0894,0.0113,0.0004,0.0036,231,1585,4652
LB,anchor,weighted,all,full,286,11,0.0385,SeaMeWe-6,2.3326,0.0082,PEACE Cable,2.154,0.0075,0.0006,55,AS42334->AS3356,93,0.3252,AS9051->AS3356,85,0.2972,0.028,-0.317,Singtel,4.8485,0.017,Telecom Egypt,4.2246,0.0148,0.0022,0.0088,0,5,6
NL,anchor,weighted,all,full,60618,2331,0.0385,SeaMeWe-4,353.5305,0.0058,SeaMeWe-6,340.8156,0.0056,0.0002,7388,AS58453->AS9808,1050,0.0173,AS6830->AS3356,932,0.0154,0.0019,-0.0115,Singtel,594.1011,0.0098,Telekom Malaysia,529.6774,0.0087,0.0011,0.004,92,580,1659
IS,anchor,weighted,all,full,1152,39,0.0339,SeaMeWe-6,7.3788,0.0064,SeaMeWe-4,6.8691,0.006,0.0004,377,AS6677->AS1299,264,0.2292,AS6677->AS2128,127,0.1102,0.1189,-0.2228,Telecom Egypt,10.2215,0.0089,Telekom Malaysia,9.3208,0.0081,0.0008,0.0025,0,16,23
LT,anchor,weighted,all,full,3818,128,0.0335,SeaMeWe-4,19.1133,0.005,SeaMeWe-6,16.814,0.0044,0.0006,962,AS8764->AS1299,370,0.0969,AS15440->AS6939,128,0.0335,0.0634,-0.0919,Telecom Egypt,30.7401,0.0081,Singtel,27.8412,0.0073,0.0008,0.003,6,31,91
BY,anchor,weighted,all,full,2754,91,0.033,Hawaiki Nui 1,9.4247,0.0034,PEACE Cable,9.2326,0.0034,0.0001,712,AS60280->AS9002,428,0.1554,AS6697->AS1299,376,0.1365,0.0189,-0.152,Telecom Egypt,23.3359,0.0085,China Unicom,19.0179,0.0069,0.0016,0.0051,7,40,44
SL,anchor,weighted,all,full,96,3,0.0312,MAREA,1.518,0.0158,Asia Connect Cable-1 (ACC-1),0.754,0.0079,0.008,51,AS329109->AS60171,95,0.9896,AS60171->AS6939,9,0.0938,0.8958,-0.9738,Meta,2.2072,0.023,Microsoft,2.0,0.0208,0.0022,0.0072,2,0,1
GF,anchor,weighted,all,full,161,5,0.0311,2Africa,0.9876,0.0061,IMEWE,0.9876,0.0061,0.0,53,AS5645->AS5511,95,0.5901,AS5511->AS6762,5,0.0311,0.559,-0.5839,China Mobile,1.3333,0.0083,Meta,1.1852,0.0074,0.0009,0.0021,0,3,2
KG,anchor,weighted,all,full,2208,62,0.0281,Asia Pacific Gateway (APG),8.2951,0.0038,Southeast Asia-Japan Cable 2 (SJC2),7.405,0.0034,0.0004,549,AS8449->AS35168,724,0.3279,AS35168->AS9002,624,0.2826,0.0453,-0.3241,China Mobile,17.7614,0.008,Meta,15.6537,0.0071,0.001,0.0043,2,13,47
IR,anchor,weighted,all,full,9217,248,0.0269,SeaMeWe-4,49.7043,0.0054,SeaMeWe-6,42.2091,0.0046,0.0008,1548,AS58224->AS5511,2121,0.2301,AS29049->AS1299,415,0.045,0.1851,-0.2247,Telecom Egypt,92.2451,0.01,Orange,75.186,0.0082,0.0019,0.0046,9,63,176
KZ,anchor,weighted,all,full,5633,150,0.0266,Hawaiki Nui 1,15.6274,0.0028,Asia Africa Europe-1 (AAE-1),15.3705,0.0027,0.0,1156,AS21299->AS9002,496,0.0881,AS35168->AS9002,334,0.0593,0.0288,-0.0853,Telecom Egypt,37.6811,0.0067,China Unicom,30.723,0.0055,0.0012,0.0039,6,57,87
EG,anchor,weighted,all,full,191,5,0.0262,SeaMeWe-4,1.3801,0.0072,SeaMeWe-6,1.3801,0.0072,0.0,68,AS3356->AS4134,6,0.0314,AS8452->AS3356,6,0.0314,0.0,-0.0242,Telecom Egypt,2.5807,0.0135,Orange,2.4253,0.0127,0.0008,0.0063,0,1,4
JO,anchor,weighted,all,full,192,5,0.026,PEACE Cable,1.2881,0.0067,SeaMeWe-4,1.2881,0.0067,0.0,71,AS199354->AS20965,63,0.3281,AS58453->AS9808,6,0.0312,0.2969,-0.3214,Telecom Egypt,2.5932,0.0135,China Unicom,2.1052,0.011,0.0025,0.0068,0,2,3
GG,anchor,weighted,all,full,96,1,0.0104,PEACE Cable,0.5555,0.0058,SeaMeWe-4,0.5555,0.0058,0.0,53,AS8680->AS3356,57,0.5938,AS8680->AS2914,15,0.1562,0.4375,-0.588,Bangladesh Submarine Cable Company Limited (BSCCL),0.6667,0.0069,Bharti Airtel,0.6667,0.0069,0.0,0.0012,0,0,1
CG,anchor,weighted,all,full,116,1,0.0086,Honomoana,0.6084,0.0052,Tasman Ring Network,0.6084,0.0052,0.0,55,AS37451->AS37468,116,1.0,AS37468->AS174,21,0.181,0.819,-0.9948,Google,0.5,0.0043,Datagrid New Zealand,0.5,0.0043,0.0,-0.0009,0,0,1
BI,anchor,weighted,all,full,96,0,0.0,None,0.0,0.0,None,0.0,0.0,0.0,6,AS327799->AS36890,4,0.0417,AS36890->AS16637,4,0.0417,0.0,-0.0417,None,0.0,0.0,None,0.0,0.0,0.0,0.0,0,0,0
BZ,anchor,weighted,all,full,96,0,0.0,None,0.0,0.0,None,0.0,0.0,0.0,48,AS263824->AS52468,96,1.0,AS52468->AS23520,45,0.4688,0.5312,-1.0,None,0.0,0.0,None,0.0,0.0,0.0,0.0,0,0,0
PS,anchor,weighted,all,full,102,0,0.0,None,0.0,0.0,None,0.0,0.0,0.0,3,AS15412->AS8452,33,0.3235,AS3356->AS3549,7,0.0686,0.2549,-0.3235,None,0.0,0.0,None,0.0,0.0,0.0,0.0,0,0,0
