country,msm_id,file_name,total_mappable_segments,unique_network_transitions_observed,top1_network_transition_key,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,effective_network_transition_count,network_transition_concentration_tier,country_fallback_share,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share
GU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,9,3,6939->6939,0.4444444444444444,0.7777777777777777,1.0,2.8888455168024434,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,3,0.0,1.0
HK,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,11,5,2914->2914,0.5454545454545454,0.7272727272727273,0.8181818181818181,3.649335754063105,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",8,7,0.0,1.0
HN,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,14,2,263725->54082,0.5714285714285714,1.0,1.0,1.9796263300525183,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",9,6,0.0,1.0
ID,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,103,29,38158->38158,0.1262135922330097,0.21359223300970875,0.30097087378640774,22.728310537329367,broad_network_transition_distribution,0.0,True,True,auditable,,49,36,0.5533980582524272,0.44660194174757284
IE,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,1,174->174,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
IL,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,22,3,12400->12400,0.5454545454545454,0.9545454545454546,1.0,2.308906939961303,moderate_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,12,6,0.0,1.0
IN,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,7,2,9498->-1,0.7142857142857143,1.0,1.0,1.8189685116531733,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",4,4,0.7142857142857143,0.2857142857142857
IT,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,4,1,1273->1273,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
KE,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,4,1,30844->30844,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
KY,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,1,36549->3855,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
LC,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,1,1,23520->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
LK,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,14,4,18001->18001,0.42857142857142855,0.8571428571428571,0.9285714285714285,3.0139861315450753,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",8,5,0.0,1.0
MM,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,1,1,136168->136168,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MP,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,1,7131->7131,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
MT,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,4,1,15735->1299,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MV,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,17,2,7642->-1,0.8823529411764706,1.0,1.0,1.4365013757341831,severe_network_transition_concentration,0.0,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,10,3,0.0,1.0
MX,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,4,1,265539->23520,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
MY,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,1,45352->45352,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,1.0,0.0
NC,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,10,1,18200->-1,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,0.0,1.0
NG,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,11,5,37282->37282,0.36363636363636365,0.6363636363636364,0.8181818181818181,4.341152817605064,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,6,0.0,1.0
NO,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,89,10,29695->29695,0.2247191011235955,0.3932584269662921,0.550561797752809,8.192118035206827,broad_network_transition_distribution,0.0,True,True,auditable,,27,11,1.0,0.0
NU,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,1,55885->38800,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
NZ,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,234,13,64073->64073,0.5042735042735043,0.7094017094017093,0.7692307692307692,5.144785072962679,broad_network_transition_distribution,0.0,True,True,auditable,,81,19,0.36324786324786323,0.6367521367521367
PE,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,17,1,12956->12956,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",9,6,0.0,1.0
PG,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,1,17828->4826,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
PH,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,40,8,9299->9299,0.475,0.625,0.725,5.269061297396792,broad_network_transition_distribution,0.0,True,True,auditable,,22,12,0.25,0.75
PK,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,10,1,-1->8529,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",5,3,0.0,1.0
PR,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,6,3,5786->20080,0.3333333333333333,0.6666666666666666,1.0,2.9999999999999996,weak_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",3,3,0.0,1.0
PT,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,4,2,6453->6453,0.5,1.0,1.0,2.0,moderate_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,0.0,1.0
PW,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,1,17893->174,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
SE,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,148,18,-1->-1,0.3108108108108108,0.43918918918918914,0.5608108108108107,10.934649517598,broad_network_transition_distribution,0.0,True,True,auditable,,74,34,0.831081081081081,0.16891891891891891
SG,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,105,5,-1->55818,0.6,0.9523809523809523,0.9714285714285714,2.385133778584989,moderate_network_transition_concentration,0.0,True,True,auditable,,55,30,0.0,1.0
SL,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,1,329109->60171,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
SN,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,1,1,8346->6453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TH,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,1,58453->58453,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TO,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,1,24390->24390,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
TW,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,72,9,3462->-1,0.5277777777777778,0.6666666666666667,0.75,4.94759143654318,broad_network_transition_distribution,0.0,True,True,auditable,,29,8,0.9444444444444444,0.05555555555555555
US,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,30,13,6939->6939,0.13333333333333333,0.26666666666666666,0.3666666666666667,12.252982149762108,broad_network_transition_distribution,0.0,True,True,auditable,,19,12,0.7,0.3
VE,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,12,1,-1->269730,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",6,5,1.0,0.0
VI,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,4,1,14434->14434,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1,0.0,1.0
ZA,5005,dns-root_i-root_msm5005_20260701T000000Z_010000Z.json,2,1,37100->37100,1.0,1.0,1.0,1.0,severe_network_transition_concentration,0.0,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0
