country,msm_id,file_name,total_hop_pair_segments,cross_as_boundary_segments,intra_as_hop_pair_segments,country_fallback_segments,cross_as_boundary_coverage_rate,intra_as_hop_pair_share,country_fallback_share,unique_as_boundary_transitions,top1_as_boundary_transition_key,top1_as_boundary_transition_share,top2_as_boundary_transition_share,top3_as_boundary_transition_share,effective_as_boundary_transition_count,as_boundary_transition_concentration_tier,auditable_as_boundary_case,as_boundary_observation_sufficiency_reason,unique_probes,unique_probe_asns
KY,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,36549->3855,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
MT,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,1,15735->1299,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
MV,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,24016->45489,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
MX,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,265539->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
NO,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,78,6,60,12,0.07692307692307693,0.7692307692307693,0.15384615384615385,2,49409->57829,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
NU,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,55885->38800,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
PA,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,11556->23520,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
PE,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,1,3356->3549,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,2
PH,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,44,13,25,6,0.29545454545454547,0.5681818181818182,0.13636363636363635,6,9299->1299,0.23076923076923078,0.38461538461538464,0.5384615384615385,5.919389424359327,broad_as_boundary_transition_distribution,False,"insufficient_minimum_mappable_segments,minimum_unique_probes",6,6
PR,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,4,4,0,0,1.0,0.0,0.0,2,5786->20080,0.5,1.0,1.0,2.0,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,1
PT,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,2860->13335,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
RO,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,8,2,6,0,0.25,0.75,0.0,1,6663->13335,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2
SE,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,157,2,109,46,0.012738853503184714,0.6942675159235668,0.2929936305732484,1,8434->29518,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,0
SN,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,1,1,0,0,1.0,0.0,0.0,1,8346->6453,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
TR,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,2,2,0,0,1.0,0.0,0.0,1,9121->6663,1.0,1.0,1.0,1.0,severe_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1
TW,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,55,6,17,32,0.10909090909090909,0.3090909090909091,0.5818181818181818,2,21859->4229,0.6666666666666666,1.0,1.0,1.8898815748423097,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1
US,5004,dns-root_f-root_msm5004_20260701T000000Z_010000Z.json,47,10,34,3,0.2127659574468085,0.723404255319149,0.06382978723404255,2,23520->13335,0.6,1.0,1.0,1.9601317042077895,moderate_as_boundary_transition_concentration,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2
