network_definition,setting,evidence_view,physical_level,physical_projection_setting,rank_corr_dominant_support,rank_corr_effective_num,target_quadrant_jaccard,target_quadrant_recall,quadrant_agreement_rate,interpretation
country_only,fused_dual_core_corridor,fused_dual_core,corridor,corridor_grouped_candidates,0.5311005481855858,0.6813307832669717,0.5675675675675675,0.6774193548387096,0.7884972170686456,tests whether mismatch persists after aggregating parallel candidates into corridors
country_only,geo_only_corridor,geo_only,corridor,corridor_grouped_candidates,0.5340799529364367,0.6830050826847149,0.5675675675675675,0.6774193548387096,0.7884972170686456,tests whether network-physical mismatch is stable under geo-spatial evidence only after aggregating parallel candidates into corridors
country_only,high_confidence_subset_corridor,high_confidence_subset,corridor,corridor_grouped_candidates,0.5242145362489761,0.6820954811306751,0.5446428571428571,0.6559139784946236,0.7830188679245284,tests whether mismatch persists under high-confidence observations after aggregating parallel candidates into corridors
dst_asn_primary,as_only_cable,as_only,cable,cable_candidates,0.9988511003909214,0.999672103483951,1.0,1.0,1.0,tests whether network-physical mismatch is stable under AS-economic evidence only
dst_asn_primary,fused_dual_core_cable,fused_dual_core,cable,cable_candidates,1.0,1.0,1.0,1.0,1.0,baseline dual-core cable-level view
dst_asn_primary,geo_only_cable,geo_only,cable,cable_candidates,0.9958360798662358,0.9982052102928674,1.0,1.0,1.0,tests whether network-physical mismatch is stable under geo-spatial evidence only
dst_asn_primary,high_confidence_subset_cable,high_confidence_subset,cable,cable_candidates,0.9932756792481022,0.9950609559894245,0.9099099099099099,0.9528301886792453,0.9773584905660377,tests whether mismatch persists under high-confidence observations
dst_asn_primary,as_only_corridor,as_only,corridor,corridor_grouped_candidates,0.5225019225295198,0.6788669698366085,0.45614035087719296,0.49056603773584906,0.7884972170686456,tests whether network-physical mismatch is stable under AS-economic evidence only after aggregating parallel candidates into corridors
dst_asn_primary,fused_dual_core_corridor,fused_dual_core,corridor,corridor_grouped_candidates,0.5311005481855858,0.6813307832669717,0.45614035087719296,0.49056603773584906,0.7884972170686456,tests whether mismatch persists after aggregating parallel candidates into corridors
dst_asn_primary,geo_only_corridor,geo_only,corridor,corridor_grouped_candidates,0.5340799529364367,0.6830050826847149,0.45614035087719296,0.49056603773584906,0.7884972170686456,tests whether network-physical mismatch is stable under geo-spatial evidence only after aggregating parallel candidates into corridors
dst_asn_primary,high_confidence_subset_corridor,high_confidence_subset,corridor,corridor_grouped_candidates,0.5242145362489761,0.6820954811306751,0.45217391304347826,0.49056603773584906,0.7811320754716982,tests whether mismatch persists under high-confidence observations after aggregating parallel candidates into corridors
geographic_transition_supplementary,as_only_cable,as_only,cable,cable_candidates,0.9988511003909214,0.999672103483951,1.0,1.0,1.0,tests whether network-physical mismatch is stable under AS-economic evidence only
geographic_transition_supplementary,fused_dual_core_cable,fused_dual_core,cable,cable_candidates,1.0,1.0,1.0,1.0,1.0,baseline dual-core cable-level view
geographic_transition_supplementary,geo_only_cable,geo_only,cable,cable_candidates,0.9958360798662358,0.9982052102928674,1.0,1.0,1.0,tests whether network-physical mismatch is stable under geo-spatial evidence only
geographic_transition_supplementary,high_confidence_subset_cable,high_confidence_subset,cable,cable_candidates,0.9932756792481022,0.9950609559894245,0.8888888888888888,0.946236559139785,0.9754716981132076,tests whether mismatch persists under high-confidence observations
geographic_transition_supplementary,as_only_corridor,as_only,corridor,corridor_grouped_candidates,0.5225019225295198,0.6788669698366085,0.5585585585585585,0.6666666666666666,0.7884972170686456,tests whether network-physical mismatch is stable under AS-economic evidence only after aggregating parallel candidates into corridors
geographic_transition_supplementary,fused_dual_core_corridor,fused_dual_core,corridor,corridor_grouped_candidates,0.5311005481855858,0.6813307832669717,0.5675675675675675,0.6774193548387096,0.7884972170686456,tests whether mismatch persists after aggregating parallel candidates into corridors
geographic_transition_supplementary,geo_only_corridor,geo_only,corridor,corridor_grouped_candidates,0.5340799529364367,0.6830050826847149,0.5675675675675675,0.6774193548387096,0.7884972170686456,tests whether network-physical mismatch is stable under geo-spatial evidence only after aggregating parallel candidates into corridors
geographic_transition_supplementary,high_confidence_subset_corridor,high_confidence_subset,corridor,corridor_grouped_candidates,0.5242145362489761,0.6820954811306751,0.5446428571428571,0.6559139784946236,0.7830188679245284,tests whether mismatch persists under high-confidence observations after aggregating parallel candidates into corridors
probe_target_only,as_only_cable,as_only,cable,cable_candidates,0.9988511003909214,0.999672103483951,1.0,1.0,1.0,tests whether network-physical mismatch is stable under AS-economic evidence only
probe_target_only,fused_dual_core_cable,fused_dual_core,cable,cable_candidates,1.0,1.0,1.0,1.0,1.0,baseline dual-core cable-level view
probe_target_only,geo_only_cable,geo_only,cable,cable_candidates,0.9958360798662358,0.9982052102928674,1.0,1.0,1.0,tests whether network-physical mismatch is stable under geo-spatial evidence only
probe_target_only,high_confidence_subset_cable,high_confidence_subset,cable,cable_candidates,0.9932756792481022,0.9950609559894245,0.9345794392523364,0.9803921568627451,0.9849056603773585,tests whether mismatch persists under high-confidence observations
probe_target_only,as_only_corridor,as_only,corridor,corridor_grouped_candidates,0.5225019225295198,0.6788669698366085,0.43478260869565216,0.49019607843137253,0.7884972170686456,tests whether network-physical mismatch is stable under AS-economic evidence only after aggregating parallel candidates into corridors
probe_target_only,fused_dual_core_corridor,fused_dual_core,corridor,corridor_grouped_candidates,0.5311005481855858,0.6813307832669717,0.43478260869565216,0.49019607843137253,0.7884972170686456,tests whether mismatch persists after aggregating parallel candidates into corridors
probe_target_only,geo_only_corridor,geo_only,corridor,corridor_grouped_candidates,0.5340799529364367,0.6830050826847149,0.43478260869565216,0.49019607843137253,0.7884972170686456,tests whether network-physical mismatch is stable under geo-spatial evidence only after aggregating parallel candidates into corridors
probe_target_only,high_confidence_subset_corridor,high_confidence_subset,corridor,corridor_grouped_candidates,0.5242145362489761,0.6820954811306751,0.45689655172413796,0.5196078431372549,0.7886792452830189,tests whether mismatch persists under high-confidence observations after aggregating parallel candidates into corridors
