unit_id,src_country,service_id,msm_id,file_name,num_measurements,num_probes,num_probe_asns,num_files_or_targets,num_egress_links,num_egress_asns,num_next_asns_after_egress,num_egress_transitions,egress_transition_entropy,effective_egress_transitions,num_src_dst_as_pairs,src_dst_as_pair_entropy,effective_as_pair_transitions,network_effective_diversity,physical_level,num_feasible_candidates,num_feasible_corridors,effective_feasible_candidates,effective_feasible_corridors,physical_candidate_diversity_upper_bound,network_to_physical_compression_ratio,log_network_physical_compression_gap,physical_coverage_ratio,absolute_compression_tier,network_percentile,physical_upper_bound_percentile,rank_gap_upper_bound,strict_upper_bound_mismatch_75_25,upper_bound_mismatch_category,pdb_interconnection_footprint_score,pdb_interconnection_footprint_percentile,pdb_interconnection_footprint_tier
NA,PW,msm_5015,5015,root_dns_traces.json,1,1,1,1,2,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,corridor,2,2,2.0,2.0,2.0,0.5,-0.4054651081081645,2.0,no_compression,0.13793103448275862,0.1724137931034483,-32.0,False,network_low_physical_upper_low,,,
NA,QA,MULTI,MULTI,root_dns_traces.json,10,53,2,1,131,2,4,4,0.7464243523410874,2.10944388753756,4,0.7491885584100908,2.1152828915209323,2.10944388753756,cable,9,16,9.0,16.0,9.0,0.23438265417084,-1.1681411970886901,4.266527331289228,no_compression,0.4942528735632184,0.7758620689655172,-33.0,False,network_low_physical_upper_high,8.62656380226731,0.5597826086956522,medium
NA,QA,MULTI,MULTI,root_dns_traces.json,10,53,2,1,131,2,4,4,0.7464243523410874,2.10944388753756,4,0.7491885584100908,2.1152828915209323,2.10944388753756,corridor,9,16,9.0,16.0,16.0,0.1318402429710975,-1.6987694481508604,7.584937477847516,no_compression,0.4942528735632184,0.7528735632183908,-25.0,False,network_low_physical_upper_high,8.62656380226731,0.5597826086956522,medium
NA,RU,MULTI,MULTI,root_dns_traces.json,6,1,1,1,0,0,0,0,0.0,0.0,1,-0.0,1.0,1.0,cable,1,1,1.0,1.0,1.0,1.0,0.0,1.0,no_compression,0.13793103448275862,0.05172413793103448,-43.0,False,network_low_physical_upper_low,20.908351445954416,0.9456521739130436,high
NA,RU,MULTI,MULTI,root_dns_traces.json,6,1,1,1,0,0,0,0,0.0,0.0,1,-0.0,1.0,1.0,corridor,1,1,1.0,1.0,1.0,1.0,0.0,1.0,no_compression,0.13793103448275862,0.05747126436781609,-31.0,False,network_low_physical_upper_low,20.908351445954416,0.9456521739130436,high
NA,SA,MULTI,MULTI,root_dns_traces.json,5,5,2,1,9,2,2,2,0.34883209584303193,1.4174111811317323,2,0.25731864054383163,1.2934572090113128,1.4174111811317323,cable,8,5,8.0,5.0,8.0,0.17717639764146653,-1.3145273696320277,5.644092629220265,no_compression,0.3103448275862069,0.7413793103448276,-46.0,False,network_low_physical_upper_high,13.06514137643638,0.7445652173913043,high
NA,SA,MULTI,MULTI,root_dns_traces.json,5,5,2,1,9,2,2,2,0.34883209584303193,1.4174111811317323,2,0.25731864054383163,1.2934572090113128,1.4174111811317323,corridor,8,5,8.0,5.0,5.0,0.28348223622634644,-0.9090622615238632,3.5275578932626654,no_compression,0.3103448275862069,0.47126436781609193,-31.0,False,network_low_physical_upper_low,13.06514137643638,0.7445652173913043,high
NA,SE,MULTI,MULTI,root_dns_traces.json,13,838,25,1,1946,17,14,26,1.1961358686765626,3.3073123102227564,43,1.9990646571169481,7.382148029106654,3.3073123102227564,cable,17,34,17.0,34.0,17.0,0.1945477829542798,-1.4300576422118978,5.140125396520235,no_compression,0.6781609195402298,0.9425287356321839,-23.0,False,network_high_physical_upper_high,18.501649345616475,0.9130434782608696,high
NA,SE,MULTI,MULTI,root_dns_traces.json,13,838,25,1,1946,17,14,26,1.1961358686765626,3.3073123102227564,43,1.9990646571169481,7.382148029106654,3.3073123102227564,corridor,17,34,17.0,34.0,34.0,0.0972738914771399,-2.095033945805147,10.28025079304047,no_compression,0.6781609195402298,0.8735632183908046,-17.0,False,network_high_physical_upper_high,18.501649345616475,0.9130434782608696,high
NA,SG,MULTI,MULTI,root_dns_traces.json,13,558,35,1,1650,32,27,56,2.6726478707655676,14.478255030690441,64,2.925701584327288,18.647304117994114,14.478255030690441,cable,50,89,50.0,89.0,50.0,0.2895651006138088,-1.1923894950321898,3.453454846182219,no_compression,0.9885057471264368,0.9885057471264368,0.0,False,network_high_physical_upper_high,16.96840130793428,0.8804347826086957,high
NA,SG,MULTI,MULTI,root_dns_traces.json,13,558,35,1,1650,32,27,56,2.6726478707655676,14.478255030690441,64,2.925701584327288,18.647304117994114,14.478255030690441,corridor,50,89,50.0,89.0,89.0,0.16267702281674654,-1.7603735326381291,6.14714962620435,no_compression,0.9885057471264368,0.9540229885057471,3.0,False,network_high_physical_upper_high,16.96840130793428,0.8804347826086957,high
NA,SL,MULTI,MULTI,root_dns_traces.json,12,1,1,1,23,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,cable,1,1,1.0,1.0,1.0,1.0,0.0,1.0,no_compression,0.13793103448275862,0.05172413793103448,-43.0,False,network_low_physical_upper_low,4.777068542554243,0.3423913043478261,medium
NA,SL,MULTI,MULTI,root_dns_traces.json,12,1,1,1,23,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,corridor,1,1,1.0,1.0,1.0,1.0,0.0,1.0,no_compression,0.13793103448275862,0.05747126436781609,-31.0,False,network_low_physical_upper_low,4.777068542554243,0.3423913043478261,medium
NA,SN,MULTI,MULTI,root_dns_traces.json,11,1,1,1,21,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,cable,4,3,4.0,3.0,4.0,0.25,-0.916290731874155,4.0,no_compression,0.13793103448275862,0.42528735632183906,-46.0,False,network_low_physical_upper_low,3.58351893845611,0.2635869565217391,low
NA,SN,MULTI,MULTI,root_dns_traces.json,11,1,1,1,21,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,corridor,4,3,4.0,3.0,3.0,0.3333333333333333,-0.6931471805599453,3.0,no_compression,0.13793103448275862,0.28735632183908044,-33.0,False,network_low_physical_upper_low,3.58351893845611,0.2635869565217391,low
NA,TG,MULTI,MULTI,root_dns_traces.json,6,1,1,1,11,1,3,3,1.0361987848192837,2.818482965826066,3,1.0361987848192837,2.818482965826066,2.818482965826066,cable,2,3,2.0,3.0,2.0,1.409241482913033,0.24124092570872002,0.7096015921507697,weak_compression,0.632183908045977,0.1896551724137931,-14.0,False,network_high_physical_upper_low,3.8712010109078903,0.3016304347826087,low
NA,TG,MULTI,MULTI,root_dns_traces.json,6,1,1,1,11,1,3,3,1.0361987848192837,2.818482965826066,3,1.0361987848192837,2.818482965826066,2.818482965826066,corridor,2,3,2.0,3.0,3.0,0.9394943219420221,-0.04644114674306077,1.0644023882261546,no_compression,0.632183908045977,0.28735632183908044,-3.0,False,network_high_physical_upper_low,3.8712010109078903,0.3016304347826087,low
NA,TH,MULTI,MULTI,root_dns_traces.json,13,39,13,1,303,10,8,11,1.8495929509797688,6.357231291100595,17,2.2602501007545217,9.585486204333591,6.357231291100595,cable,4,7,4.0,7.0,4.0,1.5893078227751487,0.38624576625763085,0.6292047303044562,weak_compression,0.8850574712643678,0.42528735632183906,6.0,False,network_high_physical_upper_low,16.56787979159028,0.875,high
NA,TH,MULTI,MULTI,root_dns_traces.json,13,39,13,1,303,10,8,11,1.8495929509797688,6.357231291100595,17,2.2602501007545217,9.585486204333591,6.357231291100595,corridor,4,7,4.0,7.0,7.0,0.9081758987286564,-0.08375786298810461,1.1011082780327985,no_compression,0.8850574712643678,0.5747126436781609,15.0,False,network_high_physical_upper_high,16.56787979159028,0.875,high
NA,TL,MULTI,MULTI,root_dns_traces.json,10,2,2,1,37,2,2,2,0.6839884329677817,1.98176613197172,2,0.6839884329677817,1.98176613197172,1.98176613197172,cable,2,4,2.0,4.0,2.0,0.99088306598586,-0.0060965019699268375,1.009200817257957,no_compression,0.4367816091954023,0.1896551724137931,-30.0,False,network_low_physical_upper_low,,,
NA,TL,MULTI,MULTI,root_dns_traces.json,10,2,2,1,37,2,2,2,0.6839884329677817,1.98176613197172,2,0.6839884329677817,1.98176613197172,1.98176613197172,corridor,2,4,2.0,4.0,4.0,0.49544153299293,-0.5169221257359173,2.018401634515914,no_compression,0.4367816091954023,0.3793103448275862,-20.0,False,network_low_physical_upper_low,,,
NA,TN,MULTI,MULTI,root_dns_traces.json,3,6,1,1,35,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,cable,3,1,3.0,1.0,3.0,0.3333333333333333,-0.6931471805599453,3.0,no_compression,0.13793103448275862,0.3275862068965517,-45.0,False,network_low_physical_upper_low,3.401197381662155,0.2282608695652173,low
NA,TN,MULTI,MULTI,root_dns_traces.json,3,6,1,1,35,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,corridor,3,1,3.0,1.0,1.0,1.0,0.0,1.0,no_compression,0.13793103448275862,0.05747126436781609,-31.0,False,network_low_physical_upper_low,3.401197381662155,0.2282608695652173,low
NA,TW,MULTI,MULTI,root_dns_traces.json,13,85,17,1,444,11,14,17,1.8410210853300955,6.302970847426287,28,2.4748081432098976,11.879427745574803,6.302970847426287,cable,16,46,16.0,46.0,16.0,0.3939356779641429,-0.8449321132889678,2.538485483640359,no_compression,0.8735632183908046,0.9195402298850575,-5.0,False,network_high_physical_upper_high,14.3978103094875,0.7880434782608695,high
NA,TW,MULTI,MULTI,root_dns_traces.json,13,85,17,1,444,11,14,17,1.8410210853300955,6.302970847426287,28,2.4748081432098976,11.879427745574803,6.302970847426287,corridor,16,46,16.0,46.0,46.0,0.13702110537883233,-1.86186637094281,7.298145765466032,no_compression,0.8735632183908046,0.9080459770114943,-3.0,False,network_high_physical_upper_high,14.3978103094875,0.7880434782608695,high
NA,TZ,MULTI,MULTI,root_dns_traces.json,4,2,2,1,16,2,1,2,0.6931471805599453,2.0,2,0.6931471805599453,2.0,2.0,cable,4,4,4.0,4.0,4.0,0.5,-0.5108256237659905,2.0,no_compression,0.47701149425287354,0.42528735632183906,-29.0,False,network_low_physical_upper_low,12.81674097207905,0.7336956521739131,high
NA,TZ,MULTI,MULTI,root_dns_traces.json,4,2,2,1,16,2,1,2,0.6931471805599453,2.0,2,0.6931471805599453,2.0,2.0,corridor,4,4,4.0,4.0,4.0,0.5,-0.5108256237659905,2.0,no_compression,0.47701149425287354,0.3793103448275862,-17.0,False,network_low_physical_upper_low,12.81674097207905,0.7336956521739131,high
NA,US,MULTI,MULTI,root_dns_traces.json,13,1396,78,1,994,13,15,18,1.48281126182025,4.405312776817258,120,3.358799746899061,28.75465729228454,4.405312776817258,cable,34,112,34.0,112.0,34.0,0.1295680228475664,-1.8679657440212365,7.7179536896729175,no_compression,0.735632183908046,0.9655172413793104,-20.0,False,network_high_physical_upper_high,30.999689913873148,1.0,high
NA,US,MULTI,MULTI,root_dns_traces.json,13,1396,78,1,994,13,15,18,1.48281126182025,4.405312776817258,120,3.358799746899061,28.75465729228454,4.405312776817258,corridor,34,112,34.0,112.0,112.0,0.03933314979301123,-3.040005501244164,25.423847448334314,no_compression,0.735632183908046,0.9770114942528736,-21.0,False,network_high_physical_upper_high,30.999689913873148,1.0,high
NA,VE,MULTI,MULTI,root_dns_traces.json,13,5,2,1,49,2,3,3,0.9797121228497649,2.66368931625505,3,0.9797121228497649,2.66368931625505,2.66368931625505,cable,2,4,2.0,4.0,2.0,1.331844658127525,0.19985836095008103,0.7508383157882136,weak_compression,0.5862068965517241,0.1896551724137931,-18.0,False,network_high_physical_upper_low,10.687555239970893,0.6739130434782609,high
NA,VE,MULTI,MULTI,root_dns_traces.json,13,5,2,1,49,2,3,3,0.9797121228497649,2.66368931625505,3,0.9797121228497649,2.66368931625505,2.66368931625505,corridor,2,4,2.0,4.0,4.0,0.6659223290637625,-0.3109672628159095,1.5016766315764272,no_compression,0.5862068965517241,0.3793103448275862,-8.0,False,network_high_physical_upper_low,10.687555239970893,0.6739130434782609,high
NA,VI,MULTI,MULTI,root_dns_traces.json,10,2,1,1,35,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,cable,2,2,2.0,2.0,2.0,0.5,-0.4054651081081645,2.0,no_compression,0.13793103448275862,0.1896551724137931,-44.0,False,network_low_physical_upper_low,,,
NA,VI,MULTI,MULTI,root_dns_traces.json,10,2,1,1,35,1,1,1,-0.0,1.0,1,-0.0,1.0,1.0,corridor,2,2,2.0,2.0,2.0,0.5,-0.4054651081081645,2.0,no_compression,0.13793103448275862,0.1724137931034483,-32.0,False,network_low_physical_upper_low,,,
NA,VN,MULTI,MULTI,root_dns_traces.json,11,17,6,1,138,6,8,9,1.6157246301341543,5.031532602932048,9,1.6157246301341543,5.031532602932048,5.031532602932048,cable,6,12,6.0,12.0,6.0,0.8385887671553413,-0.14890900760319137,1.1924796028358422,no_compression,0.7816091954022989,0.6206896551724138,-5.0,False,network_high_physical_upper_high,11.687033166049336,0.7119565217391305,high
NA,VN,MULTI,MULTI,root_dns_traces.json,11,17,6,1,138,6,8,9,1.6157246301341543,5.031532602932048,9,1.6157246301341543,5.031532602932048,5.031532602932048,corridor,6,12,6.0,12.0,12.0,0.4192943835776706,-0.7679482160094149,2.3849592056716844,no_compression,0.7816091954022989,0.7126436781609196,2.0,False,network_high_physical_upper_high,11.687033166049336,0.7119565217391305,high
NA,ZA,MULTI,MULTI,root_dns_traces.json,13,75,14,1,134,7,6,7,1.7268415794740517,5.622866456257927,21,2.6356335328715508,13.952148808708715,5.622866456257927,cable,6,18,6.0,18.0,6.0,0.9371444093763212,-0.055381873388867575,1.0670714032915267,no_compression,0.8620689655172413,0.6206896551724138,2.0,False,network_high_physical_upper_high,16.271109638736306,0.8695652173913043,high
NA,ZA,MULTI,MULTI,root_dns_traces.json,13,75,14,1,134,7,6,7,1.7268415794740517,5.622866456257927,21,2.6356335328715508,13.952148808708715,5.622866456257927,corridor,6,18,6.0,18.0,18.0,0.312381469792107,-1.0539107034999946,3.20121420987458,no_compression,0.8620689655172413,0.7758620689655172,6.0,False,network_high_physical_upper_high,16.271109638736306,0.8695652173913043,high
