exact_landing_pair_id,landing_station_a_id,landing_station_a_name,landing_station_b_id,landing_station_b_name,corridor_id,corridor_label,candidate_scope,cable_count,cable_ids,cable_names,strict_parallel_candidate,strict_parallel_cable_pair_relationships
deception-qc-canada::kangiqsujuaq-qc-canada,deception-qc-canada,"Deception, QC, Canada",kangiqsujuaq-qc-canada,"Kangiqsujuaq, QC, Canada",landing_region_5be533717f07::landing_region_ac5410960f47,"Kangiqsujuaq, QC, Canada <-> Deception, QC, Canada",inter_region,1,"[""eaufon-2""]","[""EAUFON 2""]",False,0
deception-qc-canada::puvirnituq-qc-canada,deception-qc-canada,"Deception, QC, Canada",puvirnituq-qc-canada,"Puvirnituq, QC, Canada",landing_region_ac5410960f47::landing_region_b145f2c00adb,"Deception, QC, Canada <-> Puvirnituq, QC, Canada",inter_region,1,"[""eaufon-2""]","[""EAUFON 2""]",False,0
deception-qc-canada::salluit-qc-canada,deception-qc-canada,"Deception, QC, Canada",salluit-qc-canada,"Salluit, QC, Canada",landing_region_178fa09e5c0a::landing_region_ac5410960f47,"Salluit, QC, Canada <-> Deception, QC, Canada",inter_region,1,"[""eaufon-2""]","[""EAUFON 2""]",False,0
deep-water-bay-china::vung-tau-vietnam,deep-water-bay-china,"Deep Water Bay, China",vung-tau-vietnam,"Vung Tau, Vietnam",landing_region_319252418c1f::landing_region_66a38a926c5f,"Deep Water Bay, China <-> Vung Tau, Vietnam",inter_region,1,"[""tata-tgn-intra-asia-tgn-ia""]","[""Tata TGN-Intra Asia (TGN-IA)""]",False,0
deeside-clwyd-united-kingdom::lusk-ireland,deeside-clwyd-united-kingdom,"Deeside Clwyd, United Kingdom",lusk-ireland,"Lusk, Ireland",landing_region_921a907fc838::landing_region_a371d3258cbb,"Southport, United Kingdom <-> Clonshaugh, Ireland",inter_region,1,"[""geo-eirgrid""]","[""Geo-Eirgrid""]",False,0
denman-island-bc-canada::dodge-cove-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",dodge-cove-bc-canada,"Dodge Cove, BC, Canada",landing_region_4da2bf713882::landing_region_b8933f05bc99,"Bowser, BC, Canada <-> Ridley Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::dryad-point-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",dryad-point-bc-canada,"Dryad Point, BC, Canada",landing_region_151157275ebf::landing_region_4da2bf713882,"Dryad Point, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::duncanby-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",duncanby-bc-canada,"Duncanby, BC, Canada",landing_region_4da2bf713882::landing_region_8cf800cc8073,"Bowser, BC, Canada <-> Duncanby, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::eastbourne-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",eastbourne-bc-canada,"Eastbourne, BC, Canada",landing_region_19da5dac2df8::landing_region_4da2bf713882,"Eastbourne, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::echo-bay-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",echo-bay-bc-canada,"Echo Bay, BC, Canada",landing_region_4da2bf713882::landing_region_a68c77efa240,"Bowser, BC, Canada <-> Echo Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::edith-point-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",edith-point-bc-canada,"Edith Point, BC, Canada",landing_region_4da2bf713882::landing_region_d7320c9e337c,"Bowser, BC, Canada <-> Edith Point, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::egg-island-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",egg-island-bc-canada,"Egg Island, BC, Canada",landing_region_4da2bf713882::landing_region_6bc3964522a7,"Bowser, BC, Canada <-> Pine Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::elk-bay-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",elk-bay-bc-canada,"Elk Bay, BC, Canada",landing_region_4da2bf713882::landing_region_d7320c9e337c,"Bowser, BC, Canada <-> Edith Point, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::esperanza-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",esperanza-bc-canada,"Esperanza, BC, Canada",landing_region_4da2bf713882::landing_region_873dfa13253a,"Bowser, BC, Canada <-> Zeballos, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::gabriola-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",gabriola-bc-canada,"Gabriola, BC, Canada",landing_region_4da2bf713882::landing_region_70abce74b352,"Bowser, BC, Canada <-> Snaw-naw-as, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::gambier-harbour-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",gambier-harbour-bc-canada,"Gambier Harbour, BC, Canada",landing_region_19da5dac2df8::landing_region_4da2bf713882,"Eastbourne, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::gibsons-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",gibsons-bc-canada,"Gibsons, BC, Canada",landing_region_19da5dac2df8::landing_region_4da2bf713882,"Eastbourne, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::gillies-bay-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",gillies-bay-bc-canada,"Gillies Bay, BC, Canada",landing_region_10ed1e7f3a53::landing_region_4da2bf713882,"Comox, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::gold-river-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",gold-river-bc-canada,"Gold River, BC, Canada",landing_region_4da2bf713882::landing_region_6ab1017fdc2f,"Bowser, BC, Canada <-> Gold River, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::granite-bay-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",granite-bay-bc-canada,"Granite Bay, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::haggards-cove-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",haggards-cove-bc-canada,"Haggard's Cove, BC, Canada",landing_region_49c51c03c37a::landing_region_4da2bf713882,"Toquaht Bay, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::harbledown-island-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",harbledown-island-bc-canada,"Harbledown Island, BC, Canada",landing_region_4da2bf713882::landing_region_7bdceaa19ebe,"Bowser, BC, Canada <-> Alert Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::hartley-bay-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",hartley-bay-bc-canada,"Hartley Bay, BC, Canada",landing_region_4da2bf713882::landing_region_5f977b3f82e5,"Bowser, BC, Canada <-> Hartley Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::heriot-bay-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",heriot-bay-bc-canada,"Heriot Bay, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::holberg-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",holberg-bc-canada,"Holberg, BC, Canada",landing_region_4da2bf713882::landing_region_649fb65d8e50,"Bowser, BC, Canada <-> Quatsino, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::hornby-island-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",hornby-island-bc-canada,"Hornby Island, BC, Canada",landing_region_4da2bf713882::landing_region_4da2bf713882,"Bowser, BC, Canada intra-region",intra_landing_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::hot-springs-cove-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",hot-springs-cove-bc-canada,"Hot Springs Cove, BC, Canada",landing_region_4da2bf713882::landing_region_7384eefdc238,"Bowser, BC, Canada <-> Ahousat, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::hyde-creek-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",hyde-creek-bc-canada,"Hyde Creek, BC, Canada",landing_region_4da2bf713882::landing_region_7bdceaa19ebe,"Bowser, BC, Canada <-> Alert Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::ivory-island-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",ivory-island-bc-canada,"Ivory Island, BC, Canada",landing_region_4da2bf713882::landing_region_cf0b5db64b1c,"Bowser, BC, Canada <-> Klemtu, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::kaiete-point-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",kaiete-point-bc-canada,"Kaiete Point, BC, Canada",landing_region_151157275ebf::landing_region_4da2bf713882,"Dryad Point, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::kains-island-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",kains-island-bc-canada,"Kains Island, BC, Canada",landing_region_4da2bf713882::landing_region_649fb65d8e50,"Bowser, BC, Canada <-> Quatsino, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::kingcome-inlet-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",kingcome-inlet-bc-canada,"Kingcome Inlet, BC, Canada",landing_region_16bdf83d6c5a::landing_region_4da2bf713882,"Kingcome Inlet, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::kitamaat-village-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",kitamaat-village-bc-canada,"Kitamaat Village, BC, Canada",landing_region_4da2bf713882::landing_region_d5ccf51de3e6,"Bowser, BC, Canada <-> Kitimat, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::kitimat-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",kitimat-bc-canada,"Kitimat, BC, Canada",landing_region_4da2bf713882::landing_region_d5ccf51de3e6,"Bowser, BC, Canada <-> Kitimat, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::kitkatla-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",kitkatla-bc-canada,"Kitkatla, BC, Canada",landing_region_4da2bf713882::landing_region_78fcf13f5b15,"Bowser, BC, Canada <-> Kitkatla, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::klemtu-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",klemtu-bc-canada,"Klemtu, BC, Canada",landing_region_4da2bf713882::landing_region_cf0b5db64b1c,"Bowser, BC, Canada <-> Klemtu, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::kwakiutl-cluxewe-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",kwakiutl-cluxewe-bc-canada,"Kwakiutl (Cluxewe), BC, Canada",landing_region_4da2bf713882::landing_region_7bdceaa19ebe,"Bowser, BC, Canada <-> Alert Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::kwikwasutinuxw-haxwamis-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",kwikwasutinuxw-haxwamis-bc-canada,"Kwikwasut'inuxw Haxwa’mis, BC, Canada",landing_region_4da2bf713882::landing_region_7bdceaa19ebe,"Bowser, BC, Canada <-> Alert Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::kyuquot-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",kyuquot-bc-canada,"Kyuquot, BC, Canada",landing_region_4da2bf713882::landing_region_efa7faee1395,"Bowser, BC, Canada <-> Port Alice, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::lax-kwalaams-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",lax-kwalaams-bc-canada,"Lax Kw'alaams, BC, Canada",landing_region_4da2bf713882::landing_region_6c072fe07409,"Bowser, BC, Canada <-> Lax Kw'alaams, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::lund-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",lund-bc-canada,"Lund, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::macoah-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",macoah-bc-canada,"Macoah, BC, Canada",landing_region_49c51c03c37a::landing_region_4da2bf713882,"Toquaht Bay, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::mansons-landing-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",mansons-landing-bc-canada,"Mansons Landing, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::martin-valley-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",martin-valley-bc-canada,"Martin Valley, BC, Canada",landing_region_151157275ebf::landing_region_4da2bf713882,"Dryad Point, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::mcinnes-island-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",mcinnes-island-bc-canada,"McInnes Island, BC, Canada",landing_region_4da2bf713882::landing_region_cf0b5db64b1c,"Bowser, BC, Canada <-> Klemtu, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::metlakatla-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",metlakatla-bc-canada,"Metlakatla, BC, Canada",landing_region_4da2bf713882::landing_region_b8933f05bc99,"Bowser, BC, Canada <-> Ridley Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::mitchell-bay-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",mitchell-bay-bc-canada,"Mitchell Bay, BC, Canada",landing_region_4da2bf713882::landing_region_7bdceaa19ebe,"Bowser, BC, Canada <-> Alert Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::nuchatlaht-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",nuchatlaht-bc-canada,"Nuchatlaht, BC, Canada",landing_region_4da2bf713882::landing_region_873dfa13253a,"Bowser, BC, Canada <-> Zeballos, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::ocean-falls-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",ocean-falls-bc-canada,"Ocean Falls, BC, Canada",landing_region_151157275ebf::landing_region_4da2bf713882,"Dryad Point, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::old-bella-bella-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",old-bella-bella-bc-canada,"Old Bella Bella, BC, Canada",landing_region_151157275ebf::landing_region_4da2bf713882,"Dryad Point, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::oona-river-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",oona-river-bc-canada,"Oona River, BC, Canada",landing_region_4da2bf713882::landing_region_b8933f05bc99,"Bowser, BC, Canada <-> Ridley Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::open-bay-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",open-bay-bc-canada,"Open Bay, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::opitsat-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",opitsat-bc-canada,"Opitsat, BC, Canada",landing_region_4da2bf713882::landing_region_7384eefdc238,"Bowser, BC, Canada <-> Ahousat, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::pine-island-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",pine-island-bc-canada,"Pine Island, BC, Canada",landing_region_4da2bf713882::landing_region_6bc3964522a7,"Bowser, BC, Canada <-> Pine Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::port-alice-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",port-alice-bc-canada,"Port Alice, BC, Canada",landing_region_4da2bf713882::landing_region_efa7faee1395,"Bowser, BC, Canada <-> Port Alice, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::port-hardy-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",port-hardy-bc-canada,"Port Hardy, BC, Canada",landing_region_4da2bf713882::landing_region_649fb65d8e50,"Bowser, BC, Canada <-> Quatsino, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::port-neville-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",port-neville-bc-canada,"Port Neville, BC, Canada",landing_region_4da2bf713882::landing_region_a68c77efa240,"Bowser, BC, Canada <-> Echo Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::powell-river-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",powell-river-bc-canada,"Powell River, BC, Canada",landing_region_4da2bf713882::landing_region_ed5425cf5b7d,"Bowser, BC, Canada <-> Powell River, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::prince-rupert-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",prince-rupert-bc-canada,"Prince Rupert, BC, Canada",landing_region_4da2bf713882::landing_region_b8933f05bc99,"Bowser, BC, Canada <-> Ridley Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::pulteney-point-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",pulteney-point-bc-canada,"Pulteney Point, BC, Canada",landing_region_4da2bf713882::landing_region_7bdceaa19ebe,"Bowser, BC, Canada <-> Alert Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::qualicum-beach-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",qualicum-beach-bc-canada,"Qualicum Beach, BC, Canada",landing_region_4da2bf713882::landing_region_4da2bf713882,"Bowser, BC, Canada intra-region",intra_landing_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::quatsino-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",quatsino-bc-canada,"Quatsino, BC, Canada",landing_region_4da2bf713882::landing_region_649fb65d8e50,"Bowser, BC, Canada <-> Quatsino, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::queens-cove-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",queens-cove-bc-canada,"Queens Cove, BC, Canada",landing_region_4da2bf713882::landing_region_873dfa13253a,"Bowser, BC, Canada <-> Zeballos, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::refuge-cove-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",refuge-cove-bc-canada,"Refuge Cove, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::ridley-island-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",ridley-island-bc-canada,"Ridley Island, BC, Canada",landing_region_4da2bf713882::landing_region_b8933f05bc99,"Bowser, BC, Canada <-> Ridley Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::salmon-beach-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",salmon-beach-bc-canada,"Salmon Beach, BC, Canada",landing_region_49c51c03c37a::landing_region_4da2bf713882,"Toquaht Bay, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::saltery-bay-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",saltery-bay-bc-canada,"Saltery Bay, BC, Canada",landing_region_4da2bf713882::landing_region_ed5425cf5b7d,"Bowser, BC, Canada <-> Powell River, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::sarita-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",sarita-bc-canada,"Sarita, BC, Canada",landing_region_49c51c03c37a::landing_region_4da2bf713882,"Toquaht Bay, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::sayward-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",sayward-bc-canada,"Sayward, BC, Canada",landing_region_4da2bf713882::landing_region_d7320c9e337c,"Bowser, BC, Canada <-> Edith Point, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::scarlett-point-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",scarlett-point-bc-canada,"Scarlett Point, BC, Canada",landing_region_4da2bf713882::landing_region_6bc3964522a7,"Bowser, BC, Canada <-> Pine Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::seaford-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",seaford-bc-canada,"Seaford, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::shawl-bay-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",shawl-bay-bc-canada,"Shawl Bay, BC, Canada",landing_region_16bdf83d6c5a::landing_region_4da2bf713882,"Kingcome Inlet, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::shearwater-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",shearwater-bc-canada,"Shearwater, BC, Canada",landing_region_151157275ebf::landing_region_4da2bf713882,"Dryad Point, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::smith-island-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",smith-island-bc-canada,"Smith Island, BC, Canada",landing_region_4da2bf713882::landing_region_b8933f05bc99,"Bowser, BC, Canada <-> Ridley Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::snaw-naw-as-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",snaw-naw-as-bc-canada,"Snaw-naw-as, BC, Canada",landing_region_4da2bf713882::landing_region_70abce74b352,"Bowser, BC, Canada <-> Snaw-naw-as, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::squirrel-cove-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",squirrel-cove-bc-canada,"Squirrel Cove, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::stories-beach-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",stories-beach-bc-canada,"Stories Beach, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::surge-narrows-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",surge-narrows-bc-canada,"Surge Narrows, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::tahsis-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",tahsis-bc-canada,"Tahsis, BC, Canada",landing_region_4da2bf713882::landing_region_873dfa13253a,"Bowser, BC, Canada <-> Zeballos, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::telegraph-cove-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",telegraph-cove-bc-canada,"Telegraph Cove, BC, Canada",landing_region_4da2bf713882::landing_region_7bdceaa19ebe,"Bowser, BC, Canada <-> Alert Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::tlell-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",tlell-bc-canada,"Tlell, BC, Canada",landing_region_37f0c7348ffb::landing_region_4da2bf713882,"Tlell, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::tofino-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",tofino-bc-canada,"Tofino, BC, Canada",landing_region_4da2bf713882::landing_region_7384eefdc238,"Bowser, BC, Canada <-> Ahousat, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::tom-island-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",tom-island-bc-canada,"Tom Island, BC, Canada",landing_region_4da2bf713882::landing_region_9dcf572015d8,"Bowser, BC, Canada <-> Tom Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
denman-island-bc-canada::toquaht-bay-bc-canada,denman-island-bc-canada,"Denman Island, BC, Canada",toquaht-bay-bc-canada,"Toquaht Bay, BC, Canada",landing_region_49c51c03c37a::landing_region_4da2bf713882,"Toquaht Bay, BC, Canada <-> Bowser, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
