exact_landing_pair_id,landing_station_a_id,landing_station_a_name,landing_station_b_id,landing_station_b_name,corridor_id,corridor_label,candidate_scope,cable_count,cable_ids,cable_names,strict_parallel_candidate,strict_parallel_cable_pair_relationships
blind-channel-bc-canada::yuquot-bc-canada,blind-channel-bc-canada,"Blind Channel, BC, Canada",yuquot-bc-canada,"Yuquot, BC, Canada",landing_region_6ab1017fdc2f::landing_region_d7320c9e337c,"Gold River, BC, Canada <-> Edith Point, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
blind-channel-bc-canada::zeballos-bc-canada,blind-channel-bc-canada,"Blind Channel, BC, Canada",zeballos-bc-canada,"Zeballos, BC, Canada",landing_region_873dfa13253a::landing_region_d7320c9e337c,"Zeballos, BC, Canada <-> Edith Point, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::boat-bluff-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",boat-bluff-bc-canada,"Boat Bluff, BC, Canada",landing_region_8f0601374e44::landing_region_cf0b5db64b1c,"Whaletown, BC, Canada <-> Klemtu, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::bold-point-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",bold-point-bc-canada,"Bold Point, BC, Canada",landing_region_8f0601374e44::landing_region_8f0601374e44,"Whaletown, BC, Canada intra-region",intra_landing_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::bonilla-island-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",bonilla-island-bc-canada,"Bonilla Island, BC, Canada",landing_region_78fcf13f5b15::landing_region_8f0601374e44,"Kitkatla, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::bowser-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",bowser-bc-canada,"Bowser, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::butedale-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",butedale-bc-canada,"Butedale, BC, Canada",landing_region_5f977b3f82e5::landing_region_8f0601374e44,"Hartley Bay, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::campbell-river-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",campbell-river-bc-canada,"Campbell River, BC, Canada",landing_region_8f0601374e44::landing_region_8f0601374e44,"Whaletown, BC, Canada intra-region",intra_landing_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::chatham-point-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",chatham-point-bc-canada,"Chatham Point, BC, Canada",landing_region_8f0601374e44::landing_region_d7320c9e337c,"Whaletown, BC, Canada <-> Edith Point, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::coal-harbour-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",coal-harbour-bc-canada,"Coal Harbour, BC, Canada",landing_region_649fb65d8e50::landing_region_8f0601374e44,"Quatsino, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::comox-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",comox-bc-canada,"Comox, BC, Canada",landing_region_10ed1e7f3a53::landing_region_8f0601374e44,"Comox, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::cousins-inlet-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",cousins-inlet-bc-canada,"Cousins Inlet, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::denman-island-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",denman-island-bc-canada,"Denman Island, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::dodge-cove-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",dodge-cove-bc-canada,"Dodge Cove, BC, Canada",landing_region_8f0601374e44::landing_region_b8933f05bc99,"Whaletown, BC, Canada <-> Ridley Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::dryad-point-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",dryad-point-bc-canada,"Dryad Point, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::duncanby-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",duncanby-bc-canada,"Duncanby, BC, Canada",landing_region_8cf800cc8073::landing_region_8f0601374e44,"Duncanby, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::eastbourne-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",eastbourne-bc-canada,"Eastbourne, BC, Canada",landing_region_19da5dac2df8::landing_region_8f0601374e44,"Eastbourne, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::echo-bay-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",echo-bay-bc-canada,"Echo Bay, BC, Canada",landing_region_8f0601374e44::landing_region_a68c77efa240,"Whaletown, BC, Canada <-> Echo Bay, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::edith-point-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",edith-point-bc-canada,"Edith Point, BC, Canada",landing_region_8f0601374e44::landing_region_d7320c9e337c,"Whaletown, BC, Canada <-> Edith Point, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::egg-island-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",egg-island-bc-canada,"Egg Island, BC, Canada",landing_region_6bc3964522a7::landing_region_8f0601374e44,"Pine Island, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::elk-bay-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",elk-bay-bc-canada,"Elk Bay, BC, Canada",landing_region_8f0601374e44::landing_region_d7320c9e337c,"Whaletown, BC, Canada <-> Edith Point, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::esperanza-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",esperanza-bc-canada,"Esperanza, BC, Canada",landing_region_873dfa13253a::landing_region_8f0601374e44,"Zeballos, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::gabriola-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",gabriola-bc-canada,"Gabriola, BC, Canada",landing_region_70abce74b352::landing_region_8f0601374e44,"Snaw-naw-as, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::gambier-harbour-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",gambier-harbour-bc-canada,"Gambier Harbour, BC, Canada",landing_region_19da5dac2df8::landing_region_8f0601374e44,"Eastbourne, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::gibsons-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",gibsons-bc-canada,"Gibsons, BC, Canada",landing_region_19da5dac2df8::landing_region_8f0601374e44,"Eastbourne, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::gillies-bay-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",gillies-bay-bc-canada,"Gillies Bay, BC, Canada",landing_region_10ed1e7f3a53::landing_region_8f0601374e44,"Comox, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::gold-river-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",gold-river-bc-canada,"Gold River, BC, Canada",landing_region_6ab1017fdc2f::landing_region_8f0601374e44,"Gold River, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::granite-bay-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",granite-bay-bc-canada,"Granite Bay, BC, Canada",landing_region_8f0601374e44::landing_region_8f0601374e44,"Whaletown, BC, Canada intra-region",intra_landing_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::haggards-cove-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",haggards-cove-bc-canada,"Haggard's Cove, BC, Canada",landing_region_49c51c03c37a::landing_region_8f0601374e44,"Toquaht Bay, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::harbledown-island-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",harbledown-island-bc-canada,"Harbledown Island, BC, Canada",landing_region_7bdceaa19ebe::landing_region_8f0601374e44,"Alert Bay, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::hartley-bay-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",hartley-bay-bc-canada,"Hartley Bay, BC, Canada",landing_region_5f977b3f82e5::landing_region_8f0601374e44,"Hartley Bay, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::heriot-bay-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",heriot-bay-bc-canada,"Heriot Bay, BC, Canada",landing_region_8f0601374e44::landing_region_8f0601374e44,"Whaletown, BC, Canada intra-region",intra_landing_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::holberg-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",holberg-bc-canada,"Holberg, BC, Canada",landing_region_649fb65d8e50::landing_region_8f0601374e44,"Quatsino, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::hornby-island-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",hornby-island-bc-canada,"Hornby Island, BC, Canada",landing_region_4da2bf713882::landing_region_8f0601374e44,"Bowser, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::hot-springs-cove-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",hot-springs-cove-bc-canada,"Hot Springs Cove, BC, Canada",landing_region_7384eefdc238::landing_region_8f0601374e44,"Ahousat, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::hyde-creek-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",hyde-creek-bc-canada,"Hyde Creek, BC, Canada",landing_region_7bdceaa19ebe::landing_region_8f0601374e44,"Alert Bay, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::ivory-island-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",ivory-island-bc-canada,"Ivory Island, BC, Canada",landing_region_8f0601374e44::landing_region_cf0b5db64b1c,"Whaletown, BC, Canada <-> Klemtu, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::kaiete-point-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",kaiete-point-bc-canada,"Kaiete Point, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::kains-island-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",kains-island-bc-canada,"Kains Island, BC, Canada",landing_region_649fb65d8e50::landing_region_8f0601374e44,"Quatsino, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::kingcome-inlet-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",kingcome-inlet-bc-canada,"Kingcome Inlet, BC, Canada",landing_region_16bdf83d6c5a::landing_region_8f0601374e44,"Kingcome Inlet, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::kitamaat-village-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",kitamaat-village-bc-canada,"Kitamaat Village, BC, Canada",landing_region_8f0601374e44::landing_region_d5ccf51de3e6,"Whaletown, BC, Canada <-> Kitimat, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::kitimat-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",kitimat-bc-canada,"Kitimat, BC, Canada",landing_region_8f0601374e44::landing_region_d5ccf51de3e6,"Whaletown, BC, Canada <-> Kitimat, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::kitkatla-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",kitkatla-bc-canada,"Kitkatla, BC, Canada",landing_region_78fcf13f5b15::landing_region_8f0601374e44,"Kitkatla, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::klemtu-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",klemtu-bc-canada,"Klemtu, BC, Canada",landing_region_8f0601374e44::landing_region_cf0b5db64b1c,"Whaletown, BC, Canada <-> Klemtu, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::kwakiutl-cluxewe-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",kwakiutl-cluxewe-bc-canada,"Kwakiutl (Cluxewe), BC, Canada",landing_region_7bdceaa19ebe::landing_region_8f0601374e44,"Alert Bay, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::kwikwasutinuxw-haxwamis-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",kwikwasutinuxw-haxwamis-bc-canada,"Kwikwasut'inuxw Haxwa’mis, BC, Canada",landing_region_7bdceaa19ebe::landing_region_8f0601374e44,"Alert Bay, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::kyuquot-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",kyuquot-bc-canada,"Kyuquot, BC, Canada",landing_region_8f0601374e44::landing_region_efa7faee1395,"Whaletown, BC, Canada <-> Port Alice, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::lax-kwalaams-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",lax-kwalaams-bc-canada,"Lax Kw'alaams, BC, Canada",landing_region_6c072fe07409::landing_region_8f0601374e44,"Lax Kw'alaams, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::lund-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",lund-bc-canada,"Lund, BC, Canada",landing_region_8f0601374e44::landing_region_8f0601374e44,"Whaletown, BC, Canada intra-region",intra_landing_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::macoah-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",macoah-bc-canada,"Macoah, BC, Canada",landing_region_49c51c03c37a::landing_region_8f0601374e44,"Toquaht Bay, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::mansons-landing-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",mansons-landing-bc-canada,"Mansons Landing, BC, Canada",landing_region_8f0601374e44::landing_region_8f0601374e44,"Whaletown, BC, Canada intra-region",intra_landing_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::martin-valley-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",martin-valley-bc-canada,"Martin Valley, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::mcinnes-island-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",mcinnes-island-bc-canada,"McInnes Island, BC, Canada",landing_region_8f0601374e44::landing_region_cf0b5db64b1c,"Whaletown, BC, Canada <-> Klemtu, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::metlakatla-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",metlakatla-bc-canada,"Metlakatla, BC, Canada",landing_region_8f0601374e44::landing_region_b8933f05bc99,"Whaletown, BC, Canada <-> Ridley Island, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::mitchell-bay-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",mitchell-bay-bc-canada,"Mitchell Bay, BC, Canada",landing_region_7bdceaa19ebe::landing_region_8f0601374e44,"Alert Bay, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::nuchatlaht-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",nuchatlaht-bc-canada,"Nuchatlaht, BC, Canada",landing_region_873dfa13253a::landing_region_8f0601374e44,"Zeballos, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::ocean-falls-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",ocean-falls-bc-canada,"Ocean Falls, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
bliss-landing-bc-canada::old-bella-bella-bc-canada,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",old-bella-bella-bc-canada,"Old Bella Bella, BC, Canada",landing_region_151157275ebf::landing_region_8f0601374e44,"Dryad Point, BC, Canada <-> Whaletown, BC, Canada",inter_region,1,"[""connected-coast""]","[""Connected Coast""]",False,0
