probe_country,total_valid_traces,mappable_traces,submarine_exposed_traces,service_physical_exposure_rate,mappable_trace_rate,unique_services,unique_probes,unique_probe_asns,unique_target_ips,unique_target_asns
SE,208,193,38,0.18269230769230768,0.9278846153846154,1,199,69,1,1
SG,116,96,19,0.16379310344827586,0.8275862068965517,1,114,57,1,1
SI,45,42,0,0.0,0.9333333333333333,1,44,19,1,1
SK,48,43,0,0.0,0.8958333333333334,1,48,21,1,1
SL,3,2,2,0.6666666666666666,0.6666666666666666,1,2,2,1,1
SM,1,1,0,0.0,1.0,1,1,1,1,1
SN,1,1,0,0.0,1.0,1,1,1,1,1
SS,2,2,0,0.0,1.0,1,1,1,1,1
SV,10,10,1,0.1,1.0,1,10,6,1,1
SY,1,0,0,0.0,0.0,1,1,1,1,1
TD,1,1,1,1.0,1.0,1,1,1,1,1
TG,1,1,0,0.0,1.0,1,1,1,1,1
TH,41,40,33,0.8048780487804879,0.975609756097561,1,39,24,1,1
TJ,14,13,0,0.0,0.9285714285714286,1,14,10,1,1
TL,4,4,1,0.25,1.0,1,4,2,1,1
TN,8,7,0,0.0,0.875,1,8,5,1,1
TO,1,1,1,1.0,1.0,1,1,1,1,1
TR,58,56,0,0.0,0.9655172413793104,1,57,29,1,1
TT,1,1,0,0.0,1.0,1,1,1,1,1
TV,1,1,1,1.0,1.0,1,1,1,1,1
TW,65,59,51,0.7846153846153846,0.9076923076923077,1,64,30,1,1
TZ,4,4,1,0.25,1.0,1,4,3,1,1
UA,157,151,0,0.0,0.9617834394904459,1,150,103,1,1
UG,6,6,0,0.0,1.0,1,6,4,1,1
US,1707,1616,128,0.07498535442296426,0.9466900995899239,1,1644,439,1,1
UY,18,18,0,0.0,1.0,1,18,5,1,1
UZ,11,10,0,0.0,0.9090909090909091,1,10,8,1,1
VA,1,1,0,0.0,1.0,1,1,1,1,1
VE,37,30,2,0.05405405405405406,0.8108108108108109,1,36,24,1,1
VI,2,2,1,0.5,1.0,1,2,2,1,1
VN,25,24,15,0.6,0.96,1,24,13,1,1
VU,1,0,0,0.0,0.0,1,1,1,1,1
XK,2,2,0,0.0,1.0,1,2,2,1,1
YE,1,1,0,0.0,1.0,1,1,1,1,1
ZA,117,113,21,0.1794871794871795,0.9658119658119658,1,111,63,1,1
ZM,4,3,1,0.25,0.75,1,4,4,1,1
ZW,3,3,0,0.0,1.0,1,3,2,1,1
